"county_fips","State","County_Name","Population_2010","RUCC_2013","Description","fips_code","name","lng","lat","lat_rounded","lng_rounded","code","address","city","state","zip","square_footage","year_opened","county_name","description","placenames","oc_formatted","oc_lat","oc_lng","lat_rounded_fc","lng_rounded_fc","group"
39041,"OH","Delaware County",174214,1,"Metro - Counties in metro areas of 1 million population or more",39041,"Delaware",-83.00450275,40.27841348,40.285,-83.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
39045,"OH","Fairfield County",146156,1,"Metro - Counties in metro areas of 1 million population or more",39045,"Fairfield",-82.63064275,39.75164711,39.755,-82.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
39055,"OH","Geauga County",93389,1,"Metro - Counties in metro areas of 1 million population or more",39055,"Geauga",-81.17872133,41.49972479,41.505,-81.185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
39073,"OH","Hocking County",29380,1,"Metro - Counties in metro areas of 1 million population or more",39073,"Hocking",-82.47907934,39.49712923,39.495,-82.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
39085,"OH","Lake County",230041,1,"Metro - Counties in metro areas of 1 million population or more",39085,"Lake",-81.23712921,41.69689265,41.695,-81.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
39093,"OH","Lorain County",301356,1,"Metro - Counties in metro areas of 1 million population or more",39093,"Lorain",-82.1511144,41.29557931,41.295,-82.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
39103,"OH","Medina County",172332,1,"Metro - Counties in metro areas of 1 million population or more",39103,"Medina",-81.8998621,41.11770589,41.125,-81.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
39117,"OH","Morrow County",34827,1,"Metro - Counties in metro areas of 1 million population or more",39117,"Morrow",-82.79458938,40.52405935,40.525,-82.795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
39127,"OH","Perry County",36058,1,"Metro - Counties in metro areas of 1 million population or more",39127,"Perry",-82.23618289,39.73723959,39.735,-82.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
39129,"OH","Pickaway County",55698,1,"Metro - Counties in metro areas of 1 million population or more",39129,"Pickaway",-83.02450193,39.64185964,39.645,-83.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
39159,"OH","Union County",52300,1,"Metro - Counties in metro areas of 1 million population or more",39159,"Union",-83.37130174,40.29926661,40.295,-83.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
39165,"OH","Warren County",212693,1,"Metro - Counties in metro areas of 1 million population or more",39165,"Warren",-84.16728624,39.42735056,39.425,-84.165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
40017,"OK","Canadian County",115541,1,"Metro - Counties in metro areas of 1 million population or more",40017,"Canadian",-97.98241218,35.54233821,35.545,-97.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
40027,"OK","Cleveland County",255755,1,"Metro - Counties in metro areas of 1 million population or more",40027,"Cleveland",-97.3267069,35.20346872,35.205,-97.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
40051,"OK","Grady County",52431,1,"Metro - Counties in metro areas of 1 million population or more",40051,"Grady",-97.88360671,35.01633237,35.015,-97.885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
40081,"OK","Lincoln County",34273,1,"Metro - Counties in metro areas of 1 million population or more",40081,"Lincoln",-96.88123961,35.7027284,35.705,-96.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
40083,"OK","Logan County",41848,1,"Metro - Counties in metro areas of 1 million population or more",40083,"Logan",-97.44308101,35.91913897,35.925,-97.445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
40087,"OK","McClain County",34506,1,"Metro - Counties in metro areas of 1 million population or more",40087,"McClain",-97.44298086,35.00888538,35.015,-97.445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
41005,"OR","Clackamas County",375992,1,"Metro - Counties in metro areas of 1 million population or more",41005,"Clackamas",-122.2205544,45.18820387,45.195,-122.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
41009,"OR","Columbia County",49351,1,"Metro - Counties in metro areas of 1 million population or more",41009,"Columbia",-123.0888664,45.94376691,45.945,-123.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
41067,"OR","Washington County",529710,1,"Metro - Counties in metro areas of 1 million population or more",41067,"Washington",-123.0985728,45.55989124,45.565,-123.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
41071,"OR","Yamhill County",99193,1,"Metro - Counties in metro areas of 1 million population or more",41071,"Yamhill",-123.3078799,45.23269019,45.235,-123.305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
42005,"PA","Armstrong County",68941,1,"Metro - Counties in metro areas of 1 million population or more",42005,"Armstrong",-79.46505466,40.81298372,40.815,-79.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
42007,"PA","Beaver County",170539,1,"Metro - Counties in metro areas of 1 million population or more",42007,"Beaver",-80.34928676,40.68241496,40.685,-80.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
42017,"PA","Bucks County",625249,1,"Metro - Counties in metro areas of 1 million population or more",42017,"Bucks",-75.10684724,40.33694355,40.335,-75.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
42019,"PA","Butler County",183862,1,"Metro - Counties in metro areas of 1 million population or more",42019,"Butler",-79.91342345,40.91176277,40.905,-79.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
42029,"PA","Chester County",498886,1,"Metro - Counties in metro areas of 1 million population or more",42029,"Chester",-75.74843926,39.97329798,39.975,-75.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
42045,"PA","Delaware County",558979,1,"Metro - Counties in metro areas of 1 million population or more",42045,"Delaware",-75.39915513,39.9166501,39.915,-75.405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
42051,"PA","Fayette County",136606,1,"Metro - Counties in metro areas of 1 million population or more",42051,"Fayette",-79.64746996,39.91984935,39.925,-79.645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
42101,"PA","Philadelphia County",1526006,1,"Metro - Counties in metro areas of 1 million population or more",42101,"Philadelphia",-75.13324284,40.00806441,40.015,-75.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
42103,"PA","Pike County",57369,1,"Metro - Counties in metro areas of 1 million population or more",42103,"Pike",-75.03337176,41.33189163,41.335,-75.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
42125,"PA","Washington County",207820,1,"Metro - Counties in metro areas of 1 million population or more",42125,"Washington",-80.24855447,40.18935898,40.195,-80.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
42129,"PA","Westmoreland County",365169,1,"Metro - Counties in metro areas of 1 million population or more",42129,"Westmoreland",-79.46732917,40.31090839,40.315,-79.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
44001,"RI","Bristol County",49875,1,"Metro - Counties in metro areas of 1 million population or more",44001,"Bristol",-71.28385194,41.71169465,41.715,-71.285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
44003,"RI","Kent County",166158,1,"Metro - Counties in metro areas of 1 million population or more",44003,"Kent",-71.59305645,41.6720081,41.675,-71.595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
44005,"RI","Newport County",82888,1,"Metro - Counties in metro areas of 1 million population or more",44005,"Newport",-71.23906841,41.55667416,41.555,-71.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
44007,"RI","Providence County",626667,1,"Metro - Counties in metro areas of 1 million population or more",44007,"Providence",-71.58004041,41.8721229,41.875,-71.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
44009,"RI","Washington County",126979,1,"Metro - Counties in metro areas of 1 million population or more",44009,"Washington",-71.62328128,41.46943509,41.475,-71.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
45023,"SC","Chester County",33140,1,"Metro - Counties in metro areas of 1 million population or more",45023,"Chester",-81.15923162,34.69173842,34.695,-81.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
45057,"SC","Lancaster County",76652,1,"Metro - Counties in metro areas of 1 million population or more",45057,"Lancaster",-80.7054154,34.68642517,34.685,-80.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
47015,"TN","Cannon County",13801,1,"Metro - Counties in metro areas of 1 million population or more",47015,"Cannon",-86.06179619,35.80842943,35.815,-86.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
47021,"TN","Cheatham County",39105,1,"Metro - Counties in metro areas of 1 million population or more",47021,"Cheatham",-87.08648326,36.26140435,36.265,-87.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
47043,"TN","Dickson County",49666,1,"Metro - Counties in metro areas of 1 million population or more",47043,"Dickson",-87.35658415,36.14932156,36.155,-87.355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
47047,"TN","Fayette County",38413,1,"Metro - Counties in metro areas of 1 million population or more",47047,"Fayette",-89.41493045,35.19709994,35.195,-89.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
47081,"TN","Hickman County",24690,1,"Metro - Counties in metro areas of 1 million population or more",47081,"Hickman",-87.47317001,35.80374486,35.805,-87.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
47111,"TN","Macon County",22248,1,"Metro - Counties in metro areas of 1 million population or more",47111,"Macon",-86.00775763,36.53211833,36.535,-86.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
47119,"TN","Maury County",80956,1,"Metro - Counties in metro areas of 1 million population or more",47119,"Maury",-87.0771147,35.6177569,35.615,-87.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
47147,"TN","Robertson County",66283,1,"Metro - Counties in metro areas of 1 million population or more",47147,"Robertson",-86.87047841,36.52536378,36.525,-86.865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
47159,"TN","Smith County",19166,1,"Metro - Counties in metro areas of 1 million population or more",47159,"Smith",-85.95654414,36.25023609,36.255,-85.955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
47165,"TN","Sumner County",160645,1,"Metro - Counties in metro areas of 1 million population or more",47165,"Sumner",-86.46074089,36.46938867,36.475,-86.455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
47167,"TN","Tipton County",61081,1,"Metro - Counties in metro areas of 1 million population or more",47167,"Tipton",-89.75925274,35.49692909,35.495,-89.755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
47169,"TN","Trousdale County",7870,1,"Metro - Counties in metro areas of 1 million population or more",47169,"Trousdale",-86.15630295,36.39236244,36.395,-86.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
47187,"TN","Williamson County",183182,1,"Metro - Counties in metro areas of 1 million population or more",47187,"Williamson",-86.89830897,35.89405608,35.895,-86.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
48013,"TX","Atascosa County",44911,1,"Metro - Counties in metro areas of 1 million population or more",48013,"Atascosa",-98.52716292,28.89331115,28.895,-98.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
48015,"TX","Austin County",28417,1,"Metro - Counties in metro areas of 1 million population or more",48015,"Austin",-96.27800561,29.88707804,29.885,-96.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
48019,"TX","Bandera County",20485,1,"Metro - Counties in metro areas of 1 million population or more",48019,"Bandera",-99.24640517,29.74699689,29.745,-99.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
48021,"TX","Bastrop County",74171,1,"Metro - Counties in metro areas of 1 million population or more",48021,"Bastrop",-97.31201625,30.10367452,30.105,-97.305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
48039,"TX","Brazoria County",313166,1,"Metro - Counties in metro areas of 1 million population or more",48039,"Brazoria",-95.45158629,29.18949785,29.195,-95.445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
48055,"TX","Caldwell County",38066,1,"Metro - Counties in metro areas of 1 million population or more",48055,"Caldwell",-97.61976797,29.83714515,29.835,-97.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
48071,"TX","Chambers County",35096,1,"Metro - Counties in metro areas of 1 million population or more",48071,"Chambers",-94.60850621,29.73846857,29.745,-94.605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
48085,"TX","Collin County",782341,1,"Metro - Counties in metro areas of 1 million population or more",48085,"Collin",-96.57266803,33.18822716,33.195,-96.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
48091,"TX","Comal County",108472,1,"Metro - Counties in metro areas of 1 million population or more",48091,"Comal",-98.2785174,29.80840142,29.815,-98.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
48139,"TX","Ellis County",149610,1,"Metro - Counties in metro areas of 1 million population or more",48139,"Ellis",-96.79470819,32.34880007,32.355,-96.795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
48167,"TX","Galveston County",291309,1,"Metro - Counties in metro areas of 1 million population or more",48167,"Galveston",-94.95985195,29.3895025,29.395,-94.955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
48187,"TX","Guadalupe County",131533,1,"Metro - Counties in metro areas of 1 million population or more",48187,"Guadalupe",-97.9484645,29.58321407,29.585,-97.945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
48221,"TX","Hood County",51182,1,"Metro - Counties in metro areas of 1 million population or more",48221,"Hood",-97.83219383,32.43002712,32.435,-97.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
48231,"TX","Hunt County",86129,1,"Metro - Counties in metro areas of 1 million population or more",48231,"Hunt",-96.08560239,33.12356693,33.125,-96.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
48251,"TX","Johnson County",150934,1,"Metro - Counties in metro areas of 1 million population or more",48251,"Johnson",-97.36618817,32.3788142,32.385,-97.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
48259,"TX","Kendall County",33410,1,"Metro - Counties in metro areas of 1 million population or more",48259,"Kendall",-98.7114161,29.94473189,29.945,-98.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
48291,"TX","Liberty County",75643,1,"Metro - Counties in metro areas of 1 million population or more",48291,"Liberty",-94.81225285,30.15161146,30.155,-94.805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
48325,"TX","Medina County",46006,1,"Metro - Counties in metro areas of 1 million population or more",48325,"Medina",-99.11033508,29.35546127,29.355,-99.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
48339,"TX","Montgomery County",455746,1,"Metro - Counties in metro areas of 1 million population or more",48339,"Montgomery",-95.50331613,30.30019889,30.305,-95.505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
48367,"TX","Parker County",116927,1,"Metro - Counties in metro areas of 1 million population or more",48367,"Parker",-97.80496943,32.77760907,32.785,-97.805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
48397,"TX","Rockwall County",78337,1,"Metro - Counties in metro areas of 1 million population or more",48397,"Rockwall",-96.40769484,32.89785884,32.905,-96.405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
48425,"TX","Somervell County",8490,1,"Metro - Counties in metro areas of 1 million population or more",48425,"Somervell",-97.77458843,32.22235362,32.225,-97.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
48491,"TX","Williamson County",422679,1,"Metro - Counties in metro areas of 1 million population or more",48491,"Williamson",-97.60120361,30.64812769,30.655,-97.595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
48493,"TX","Wilson County",42918,1,"Metro - Counties in metro areas of 1 million population or more",48493,"Wilson",-98.08694449,29.17420221,29.175,-98.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
48497,"TX","Wise County",59127,1,"Metro - Counties in metro areas of 1 million population or more",48497,"Wise",-97.65458625,33.215766,33.215,-97.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
49045,"UT","Tooele County",58218,1,"Metro - Counties in metro areas of 1 million population or more",49045,"Tooele",-113.1311648,40.44875267,40.455,-113.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
51007,"VA","Amelia County",12690,1,"Metro - Counties in metro areas of 1 million population or more",51007,"Amelia",-77.9752747,37.33550025,37.335,-77.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
51013,"VA","Arlington County",207627,1,"Metro - Counties in metro areas of 1 million population or more",51013,"Arlington",-77.10098204,38.87844605,38.885,-77.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
51033,"VA","Caroline County",28545,1,"Metro - Counties in metro areas of 1 million population or more",51033,"Caroline",-77.34662195,38.02701807,38.025,-77.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
51036,"VA","Charles City County",7256,1,"Metro - Counties in metro areas of 1 million population or more",51036,"Charles City",-77.06179476,37.35669644,37.355,-77.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
51043,"VA","Clarke County",14034,1,"Metro - Counties in metro areas of 1 million population or more",51043,"Clarke",-77.99656139,39.11236047,39.115,-77.995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
51047,"VA","Culpeper County",46689,1,"Metro - Counties in metro areas of 1 million population or more",51047,"Culpeper",-77.95541958,38.48620048,38.485,-77.955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
51061,"VA","Fauquier County",65203,1,"Metro - Counties in metro areas of 1 million population or more",51061,"Fauquier",-77.80950815,38.7387071,38.745,-77.805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
51073,"VA","Gloucester County",36858,1,"Metro - Counties in metro areas of 1 million population or more",51073,"Gloucester",-76.54142204,37.41403941,37.415,-76.545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
51075,"VA","Goochland County",21717,1,"Metro - Counties in metro areas of 1 million population or more",51075,"Goochland",-77.91594304,37.72200089,37.725,-77.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
51085,"VA","Hanover County",99863,1,"Metro - Counties in metro areas of 1 million population or more",51085,"Hanover",-77.49131526,37.76033617,37.765,-77.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
51093,"VA","Isle of Wight County",35270,1,"Metro - Counties in metro areas of 1 million population or more",51093,"Isle of Wight",-76.72465523,36.89191765,36.895,-76.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
51095,"VA","James City County",67009,1,"Metro - Counties in metro areas of 1 million population or more",51095,"James City",-76.77717182,37.32794596,37.335,-76.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
51101,"VA","King William County",15935,1,"Metro - Counties in metro areas of 1 million population or more",51101,"King William",-77.08804071,37.70635361,37.705,-77.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
51115,"VA","Mathews County",8978,1,"Metro - Counties in metro areas of 1 million population or more",51115,"Mathews",-76.34148682,37.43639888,37.435,-76.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
51127,"VA","New Kent County",18429,1,"Metro - Counties in metro areas of 1 million population or more",51127,"New Kent",-76.9971687,37.50499104,37.505,-76.995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
51145,"VA","Powhatan County",28046,1,"Metro - Counties in metro areas of 1 million population or more",51145,"Powhatan",-77.915315,37.55029696,37.545,-77.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
51153,"VA","Prince William County",402002,1,"Metro - Counties in metro areas of 1 million population or more",51153,"Prince William",-77.48028729,38.70276099,38.705,-77.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
51157,"VA","Rappahannock County",7373,1,"Metro - Counties in metro areas of 1 million population or more",51157,"Rappahannock",-78.15943614,38.68461794,38.685,-78.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
51177,"VA","Spotsylvania County",122397,1,"Metro - Counties in metro areas of 1 million population or more",51177,"Spotsylvania",-77.65615344,38.18453467,38.185,-77.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
51179,"VA","Stafford County",128961,1,"Metro - Counties in metro areas of 1 million population or more",51179,"Stafford",-77.45796206,38.4206167,38.425,-77.455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
51183,"VA","Sussex County",12087,1,"Metro - Counties in metro areas of 1 million population or more",51183,"Sussex",-77.26234107,36.92136549,36.925,-77.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
51187,"VA","Warren County",37575,1,"Metro - Counties in metro areas of 1 million population or more",51187,"Warren",-78.20860922,38.90870136,38.905,-78.205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
51199,"VA","York County",65464,1,"Metro - Counties in metro areas of 1 million population or more",51199,"York",-76.56191748,37.24271166,37.245,-76.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
51510,"VA","Alexandria city",139966,1,"Metro - Counties in metro areas of 1 million population or more",51510,"Alexandria",-77.08548989,38.8171835,38.815,-77.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
51550,"VA","Chesapeake city",222209,1,"Metro - Counties in metro areas of 1 million population or more",51550,"Chesapeake",-76.30244008,36.67787032,36.685,-76.295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
51570,"VA","Colonial Heights city",17411,1,"Metro - Counties in metro areas of 1 million population or more",51570,"Colonial Heights",-77.39716266,37.26480119,37.265,-77.395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
51600,"VA","Fairfax city",22565,1,"Metro - Counties in metro areas of 1 million population or more",51600,"Fairfax",-77.29836489,38.8534472,38.855,-77.295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
51610,"VA","Falls Church city",12332,1,"Metro - Counties in metro areas of 1 million population or more",51610,"Falls Church",-77.17519332,38.88441803,38.885,-77.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
51630,"VA","Fredericksburg city",24286,1,"Metro - Counties in metro areas of 1 million population or more",51630,"Fredericksburg",-77.48619454,38.29892214,38.295,-77.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
51650,"VA","Hampton city",137436,1,"Metro - Counties in metro areas of 1 million population or more",51650,"Hampton",-76.36333533,37.05573241,37.055,-76.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
51670,"VA","Hopewell city",22591,1,"Metro - Counties in metro areas of 1 million population or more",51670,"Hopewell",-77.2969381,37.29122918,37.295,-77.295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
51683,"VA","Manassas city",37821,1,"Metro - Counties in metro areas of 1 million population or more",51683,"Manassas",-77.48515474,38.7478445,38.755,-77.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
51685,"VA","Manassas Park city",14273,1,"Metro - Counties in metro areas of 1 million population or more",51685,"Manassas Park",-77.44401094,38.7704423,38.775,-77.445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
51700,"VA","Newport News city",180719,1,"Metro - Counties in metro areas of 1 million population or more",51700,"Newport News",-76.5199628,37.10553608,37.105,-76.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
51710,"VA","Norfolk city",242803,1,"Metro - Counties in metro areas of 1 million population or more",51710,"Norfolk",-76.25967731,36.89479704,36.895,-76.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
51730,"VA","Petersburg city",32420,1,"Metro - Counties in metro areas of 1 million population or more",51730,"Petersburg",-77.3926205,37.20404153,37.205,-77.395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control"
